,Treatment,true_ite,predicted_ite,diff_ite,yf_true,ycf_true,yf_hat,y_cf_hat,diff_yf
0,1,4.506945974,4.0,0.5069460868835449,9.066117627999999,1.9966520730000001,6.0,2.0,3.066117286682129
1,0,4.367177880000001,4.0,0.36717796325683594,3.1087757889999996,6.974397134,2.0,6.0,1.1087758541107178
2,0,2.491481318000001,2.0,0.49148130416870117,5.969377035,8.788716204,4.0,6.0,1.969377040863037
3,0,3.839012411,3.0,0.8390123844146729,3.51280458,6.642391332000001,3.0,6.0,0.5128045082092285
4,0,4.169193506999999,4.0,0.16919374465942383,0.502374578,6.639811101,2.0,6.0,1.4976253509521484
5,1,4.069998375000001,4.0,0.06999826431274414,5.042679691,2.361596761,6.0,2.0,0.9573202133178711
6,0,3.9138192769999995,3.0,0.9138193130493164,1.736313596,6.294167449,3.0,6.0,1.2636864185333252
7,0,3.6698162859999996,3.0,0.669816255569458,2.576190028,5.3012591360000005,3.0,6.0,0.4238100051879883
8,0,4.176489471,4.0,0.17648935317993164,1.84258309,4.949536909,2.0,6.0,0.1574169397354126
9,0,4.225847042,4.0,0.2258472442626953,1.734473149,6.967970416,2.0,6.0,0.2655268907546997
10,0,3.927806231,3.0,0.9278061389923096,3.8781258010000004,6.338743478,3.0,6.0,0.8781259059906006
11,0,4.304433498,4.0,0.30443334579467773,-0.215901519,6.018299927999999,2.0,6.0,2.2159016132354736
12,0,4.528324942,4.0,0.528325080871582,1.470010078,7.000989197999999,2.0,6.0,0.5299899578094482
13,0,4.600537199,4.0,0.6005373001098633,2.624395067,7.426844328,2.0,6.0,0.6243951320648193
14,1,4.6701246439999995,4.0,0.6701245307922363,5.022862116000001,-0.442242796,6.0,2.0,0.9771380424499512
15,0,4.5694539690000004,4.0,0.5694541931152344,1.028770687,6.158913693,2.0,6.0,0.9712293148040771
16,1,4.029681088,3.0,1.0296812057495117,7.748988634,5.146076948,6.0,3.0,1.7489886283874512
17,0,4.666354814000001,4.0,0.6663546562194824,0.34662036799999996,6.733539436,2.0,6.0,1.6533796787261963
18,0,4.174788982999999,3.0,1.1747889518737793,2.269522862,6.0299167670000005,3.0,6.0,0.7304770946502686
19,0,4.434350329,4.0,0.43435049057006836,2.260457583,6.592172696,2.0,6.0,0.26045751571655273
20,0,4.547981626,4.0,0.5479817390441895,0.9482395290000001,5.760824789,2.0,6.0,1.0517604351043701
21,0,4.527527548999999,4.0,0.5275273323059082,2.39976029,6.549479965,2.0,6.0,0.39976024627685547
22,0,4.662679477999999,4.0,0.6626796722412109,-1.543902319,6.562592876,2.0,6.0,3.5439023971557617
23,0,1.663205732999999,2.0,0.33679425716400146,3.509245258,7.3942973720000005,4.0,6.0,0.4907548427581787
24,0,3.6492296130000006,3.0,0.6492295265197754,4.032054091,6.260938428999999,3.0,6.0,1.0320539474487305
25,1,4.657928181,4.0,0.6579279899597168,4.771232342,-0.298508907,6.0,2.0,1.2287678718566895
26,0,4.509761449000001,4.0,0.5097613334655762,1.8204933269999999,6.662912559,2.0,6.0,0.17950665950775146
27,1,3.6643909179999996,3.0,0.6643908023834229,6.175582562000001,2.298490101,6.0,3.0,0.1755824089050293
28,0,3.5077551999999996,2.0,1.5077552795410156,4.4987343730000005,6.522924867,4.0,6.0,0.4987344741821289
29,0,3.927806231,3.0,0.9278061389923096,2.430112651,6.307213592999999,3.0,6.0,0.5698873996734619
30,0,3.0426046750000006,2.0,1.042604684829712,4.214834775,6.24672661,4.0,6.0,0.21483469009399414
31,0,4.662679477999999,4.0,0.6626796722412109,0.40070872700000004,6.183102761000001,2.0,6.0,1.5992913246154785
32,0,3.233943101,3.0,0.23394298553466797,3.0491306000000002,6.85633198,3.0,6.0,0.04913067817687988
33,0,4.634210793,4.0,0.6342105865478516,2.5664987669999997,7.093203927,2.0,6.0,0.5664987564086914
34,0,3.8569156420000006,3.0,0.8569157123565674,2.3311050190000002,5.046286102,3.0,6.0,0.6688950061798096
35,1,4.668718799,4.0,0.6687188148498535,7.636709496,1.857130257,6.0,2.0,1.6367096900939941
36,0,4.657928181,4.0,0.6579279899597168,0.6894252959999999,5.556006425,2.0,6.0,1.3105747699737549
37,0,4.566636519999999,4.0,0.5666365623474121,-0.568745297,7.946876771,2.0,6.0,2.5687453746795654
38,0,4.457783610000001,4.0,0.45778369903564453,1.095347867,7.2853455689999995,2.0,6.0,0.9046521186828613
39,1,3.972274421,3.0,0.9722743034362793,6.115796046,1.6418203869999999,6.0,3.0,0.11579608917236328
40,0,4.364322131000001,4.0,0.3643221855163574,-0.236583291,7.637190199,2.0,6.0,2.2365832328796387
41,0,4.666240081,4.0,0.6662402153015137,1.283593412,4.057705614,2.0,6.0,0.7164065837860107
42,0,4.528324942,4.0,0.528325080871582,0.601225887,5.655027117,2.0,6.0,1.3987741470336914
43,0,4.457783610000001,4.0,0.45778369903564453,1.44911224,6.2518666529999996,2.0,6.0,0.5508877038955688
44,0,4.425051312,4.0,0.425051212310791,2.134797873,7.121717966,2.0,6.0,0.1347978115081787
45,1,4.088214,4.0,0.08821392059326172,5.2382062430000005,2.198745096,6.0,2.0,0.7617936134338379
46,0,4.206808953,4.0,0.20680904388427734,3.39945721,7.866433482000001,2.0,6.0,1.3994572162628174
47,1,4.249175751999999,3.0,1.2491755485534668,7.065180784,2.598881767,6.0,3.0,1.065180778503418
48,1,4.303025907,4.0,0.3030257225036621,5.924359234,0.485943254,6.0,2.0,0.07564067840576172
49,0,1.4913283129999995,1.0,0.4913283586502075,7.0451858220000005,8.243871037,5.0,6.0,2.0451860427856445
50,0,3.0339263160000005,2.0,1.033926248550415,4.600053863,7.143831786,4.0,6.0,0.6000537872314453
51,0,4.298392293,4.0,0.29839229583740234,3.649684391,5.727380144,2.0,6.0,1.6496844291687012
52,0,4.531704663999999,4.0,0.5317044258117676,1.4384829890000002,5.143269939,2.0,6.0,0.5615170001983643
53,0,4.668718799,4.0,0.6687188148498535,0.68615379,3.945346652,2.0,6.0,1.313846230506897
54,0,4.461074837999999,4.0,0.4610748291015625,1.76781723,6.248024112,2.0,6.0,0.23218274116516113
55,0,3.404713277999999,2.0,1.4047133922576904,3.945074883,6.294923718,4.0,6.0,0.05492520332336426
56,0,4.304433498,4.0,0.30443334579467773,3.076367752,7.554212395,2.0,6.0,1.0763678550720215
57,0,3.927806231,3.0,0.9278061389923096,2.573744785,5.146130503999999,3.0,6.0,0.4262552261352539
58,0,4.213750116,3.0,1.213749885559082,1.781803501,5.528447127000001,3.0,6.0,1.2181965112686157
59,0,4.400716933999999,4.0,0.40071678161621094,2.054759716,6.773372509,2.0,6.0,0.05475974082946777
60,0,3.3499551720000005,3.0,0.34995508193969727,6.420538116,6.531594486,3.0,6.0,3.4205379486083984
61,0,3.5681450720000005,3.0,0.5681450366973877,2.54038888,7.722013455,3.0,6.0,0.459611177444458
62,0,4.260668116,3.0,1.2606682777404785,2.48508732,6.659410539,3.0,6.0,0.5149126052856445
63,0,4.583551947,4.0,0.5835518836975098,1.329745453,6.51877964,2.0,6.0,0.6702545881271362
64,0,4.429727893,4.0,0.42972803115844727,2.762022187,5.102084714,2.0,6.0,0.7620222568511963
65,0,3.7183023720000006,3.0,0.7183024883270264,0.613518701,7.7630566110000006,3.0,6.0,2.386481285095215
66,1,4.600537199,4.0,0.6005373001098633,3.367979729,-0.38242682200000006,6.0,2.0,2.6320202350616455
67,0,4.080104918,3.0,1.0801048278808594,0.351678084,3.8778943139999997,3.0,6.0,2.6483218669891357
68,1,1.1199848270000006,1.0,0.11998486518859863,6.270642115,6.849374986,6.0,5.0,0.2706422805786133
69,0,4.50608059,4.0,0.5060806274414062,2.26443623,5.058128381,2.0,6.0,0.2644362449645996
70,0,3.0502062999999993,2.0,1.050206184387207,4.424743769,6.099551716000001,4.0,6.0,0.42474365234375
71,0,1.9660128669999999,1.0,0.9660128355026245,6.196468349,5.867851226,5.0,6.0,1.1964683532714844
72,0,4.635409286,4.0,0.6354093551635742,-0.33150150100000003,6.692782685,2.0,6.0,2.3315014839172363
73,0,4.5694539690000004,4.0,0.5694541931152344,0.178507521,5.347703403,2.0,6.0,1.8214924335479736
74,0,2.2668913040000005,3.0,0.7331087589263916,3.33876946,8.984475737999999,3.0,6.0,0.33876943588256836
75,0,4.336899510999999,4.0,0.3368992805480957,4.2304095660000005,7.61256121,2.0,6.0,2.230409622192383
76,0,3.6698162859999996,3.0,0.669816255569458,2.7068199269999997,8.89051077,3.0,6.0,0.293179988861084
77,0,4.657719204,4.0,0.6577191352844238,1.857145012,5.7201764410000004,2.0,6.0,0.14285492897033691
78,0,4.549636689,4.0,0.5496368408203125,0.385709674,5.052777185,2.0,6.0,1.6142903566360474
79,0,4.644387218999999,4.0,0.6443872451782227,1.5972381580000001,6.349694666,2.0,6.0,0.4027618169784546
80,0,4.213750116,3.0,1.213749885559082,2.4336951780000002,6.271094561,3.0,6.0,0.5663049221038818
81,0,4.249175751999999,4.0,0.2491755485534668,2.5772944069999997,6.257054243,2.0,6.0,0.5772943496704102
82,0,3.707067279,3.0,0.7070672512054443,2.9436100410000003,8.865050927,3.0,6.0,0.05639004707336426
83,0,4.453441214,4.0,0.45344114303588867,1.480014982,6.200937119,2.0,6.0,0.5199849605560303
84,0,4.260668116,4.0,0.2606682777404785,2.075278183,6.7091190460000005,2.0,6.0,0.07527828216552734
85,0,4.2210651,4.0,0.22106504440307617,3.584036174,6.372467878999999,2.0,6.0,1.584036111831665
86,0,4.434350329,4.0,0.43435049057006836,1.622114059,6.948792025,2.0,6.0,0.37788593769073486
87,0,0.9408552210000005,0.0,0.9408552050590515,6.253174542999999,8.393337867,6.0,6.0,0.2531743049621582
88,0,4.176489471,3.0,1.1764893531799316,3.608094297,5.855700243999999,3.0,6.0,0.6080942153930664
89,0,2.732963787000001,2.0,0.7329638004302979,5.162364443,9.018457523,4.0,6.0,1.1623644828796387
90,0,4.662679477999999,4.0,0.6626796722412109,3.068977175,4.124603137,2.0,6.0,1.0689771175384521
91,0,4.530918343,4.0,0.5309181213378906,1.92557436,5.435043832000001,2.0,6.0,0.07442569732666016
92,0,4.611913533,3.0,1.6119136810302734,1.4885128859999999,5.331710608,2.0,5.0,0.5114871263504028
93,1,4.073843287999999,3.0,1.0738434791564941,6.698659965,3.210349218,6.0,3.0,0.6986598968505859
94,0,4.509761449000001,4.0,0.5097613334655762,0.558776203,6.471721498,2.0,6.0,1.4412238597869873
95,0,4.225847042,4.0,0.2258472442626953,1.803771605,5.838865032,2.0,6.0,0.19622838497161865
96,0,4.029681088,3.0,1.0296812057495117,3.8996865339999998,5.741144126,3.0,6.0,0.8996865749359131
97,0,4.3352045839999995,4.0,0.3352046012878418,2.496809709,5.298666498999999,2.0,6.0,0.496809720993042
98,0,4.402200127,4.0,0.40220022201538086,0.9520024220000001,6.946099812000001,2.0,6.0,1.0479975938796997
99,0,2.8595591349999996,2.0,0.8595590591430664,2.73258385,7.384313718,4.0,6.0,1.26741623878479
100,0,4.547981626,4.0,0.5479817390441895,1.036208829,5.566850041,2.0,6.0,0.9637911319732666
101,0,4.131972415,4.0,0.1319723129272461,3.127704352,6.35882924,2.0,6.0,1.127704381942749
102,1,3.927806231,3.0,0.9278061389923096,5.38790122,3.517318923,6.0,3.0,0.6120986938476562
103,0,4.213750116,4.0,0.21374988555908203,2.044122312,5.4059602270000005,2.0,6.0,0.04412221908569336
104,0,4.547981626,3.0,1.5479817390441895,0.129260235,5.391279467,2.0,5.0,1.8707396984100342
105,0,4.611913533,4.0,0.6119136810302734,1.9339134740000001,4.705243629,2.0,6.0,0.0660865306854248
106,1,4.506945974,4.0,0.5069460868835449,5.8944175329999995,1.520921903,6.0,2.0,0.10558223724365234
107,0,4.485906163999999,4.0,0.48590612411499023,2.171467858,6.071988954,2.0,6.0,0.17146778106689453
108,0,4.6235829299999995,4.0,0.6235828399658203,2.910562961,5.812503198,2.0,6.0,0.9105629920959473
109,0,1.977065905999999,1.0,0.977065920829773,7.068151466000001,8.500508552000001,5.0,6.0,2.0681514739990234
110,0,4.624964379000001,4.0,0.6249642372131348,1.768284886,4.138410813,2.0,6.0,0.23171508312225342
111,0,4.598245982000001,4.0,0.5982460975646973,3.267119442,7.451492165,2.0,6.0,1.2671194076538086
112,0,4.457783610000001,4.0,0.45778369903564453,2.1430213080000002,6.561483355,2.0,6.0,0.1430213451385498
113,0,4.304433498,4.0,0.30443334579467773,1.274236076,4.642423336,2.0,6.0,0.7257639169692993
114,0,3.927806231,3.0,0.9278061389923096,0.5433258910000001,7.450606982999999,3.0,6.0,2.456674098968506
115,0,4.600004967,4.0,0.6000051498413086,1.3126241029999999,4.453708253,2.0,6.0,0.6873759031295776
116,1,4.169193506999999,4.0,0.16919374465942383,7.587765008,1.037790145,6.0,2.0,1.5877652168273926
117,0,3.3424747770000005,3.0,0.34247469902038574,3.569252987,7.426776117999999,3.0,6.0,0.5692529678344727
118,0,4.634210793,4.0,0.6342105865478516,3.176217757,6.416857768,2.0,6.0,1.176217794418335
119,0,4.482852222,4.0,0.4828524589538574,2.602322762,5.292147977,2.0,6.0,0.6023228168487549
120,0,4.545576258,4.0,0.5455760955810547,1.4685113459999999,5.800633052999999,2.0,6.0,0.5314886569976807
121,0,4.668718799,4.0,0.6687188148498535,0.08959562,4.2696625489999995,2.0,6.0,1.9104043245315552
122,0,3.419149573,3.0,0.41914963722229004,3.6621882639999996,8.993273924,3.0,6.0,0.6621882915496826
123,0,3.658194854,3.0,0.6581947803497314,2.271276635,5.974277097000001,3.0,6.0,0.7287232875823975
124,0,4.478821042,4.0,0.4788212776184082,3.0045184639999998,5.165659198999999,2.0,6.0,1.0045185089111328
125,0,4.4045164990000005,4.0,0.40451669692993164,1.950410991,7.9340372089999995,2.0,6.0,0.04958903789520264
126,1,3.3565065290000002,3.0,0.3565065860748291,4.750248374,3.8340638639999995,6.0,3.0,1.2497515678405762
127,0,4.5694539690000004,4.0,0.5694541931152344,2.6985681460000004,6.855313499999999,2.0,6.0,0.6985681056976318
128,0,0.37071916699999985,1.0,0.6292808055877686,7.193210272000001,7.517731086,5.0,6.0,2.1932101249694824
129,0,4.531704663999999,4.0,0.5317044258117676,0.084559409,5.821311303,2.0,6.0,1.915440559387207
130,0,4.662679477999999,4.0,0.6626796722412109,1.522918432,5.02260437,2.0,6.0,0.4770815372467041
131,0,4.6134770309999995,4.0,0.6134772300720215,0.49974080600000004,6.385830267,2.0,6.0,1.5002591609954834
132,0,4.634210793,4.0,0.6342105865478516,1.489083825,3.67929185,2.0,6.0,0.5109162330627441
133,0,4.2861241,4.0,0.28612422943115234,1.383943586,6.704363521,2.0,6.0,0.6160564422607422
134,0,4.265591187,4.0,0.2655911445617676,1.8842436390000001,4.5824690189999995,2.0,6.0,0.11575639247894287
135,0,4.583551947,4.0,0.5835518836975098,0.785504476,7.6778127860000005,2.0,6.0,1.2144955396652222
136,0,3.226004959999999,3.0,0.22600507736206055,4.177793226,7.001299327999999,3.0,6.0,1.177793025970459
137,0,4.644387218999999,4.0,0.6443872451782227,0.021098075,6.409135843,2.0,6.0,1.978901982307434
138,1,3.497893012,3.0,0.4978930950164795,6.468274395,1.625703586,6.0,3.0,0.4682745933532715
139,0,3.729448049999999,3.0,0.7294480800628662,2.475986759,8.168669466,3.0,6.0,0.5240132808685303
140,0,3.6492296130000006,3.0,0.6492295265197754,2.9855849119999998,6.712663881,3.0,6.0,0.01441502571105957
141,1,4.600537199,4.0,0.6005373001098633,6.255479883,1.218524889,6.0,2.0,0.2554798126220703
142,0,4.666240081,4.0,0.6662402153015137,2.074788644,5.744911687,2.0,6.0,0.07478857040405273
143,0,4.336899510999999,4.0,0.3368992805480957,2.0556096719999997,6.797227177999999,2.0,6.0,0.055609703063964844
144,0,3.1613371420000003,2.0,1.16133713722229,4.0241907260000005,8.311601708,4.0,6.0,0.024190902709960938
