,Treatment,true_ite,predicted_ite,diff_ite,yf_true,ycf_true,yf_hat,y_cf_hat,diff_yf
0,0,4.568798897999999,4.0,0.5687990188598633,3.151498319,7.210770117,2.0,6.0,1.1514983177185059
1,0,4.482852222,3.0,1.4828524589538574,-0.14528432800000002,6.038641987,2.0,5.0,2.145284414291382
2,0,3.9013030779999993,3.0,0.9013030529022217,3.208106265,5.963812065,3.0,6.0,0.20810627937316895
3,0,4.137341027,4.0,0.13734102249145508,2.937389145,6.199526808,2.0,6.0,0.9373891353607178
4,0,4.600004967,4.0,0.6000051498413086,0.605363643,4.994208302,2.0,6.0,1.3946363925933838
5,1,4.0382360639999995,3.0,1.038236141204834,6.029505475,0.42609908399999996,6.0,3.0,0.029505252838134766
6,0,4.6134770309999995,4.0,0.6134772300720215,0.937600471,5.423160912,2.0,6.0,1.0623995065689087
7,0,3.775936010000001,3.0,0.7759361267089844,2.945608045,6.417008892999999,3.0,6.0,0.05439186096191406
8,0,3.7268489270000003,3.0,0.726848840713501,2.593266102,6.389203655,3.0,6.0,0.40673398971557617
9,0,3.478835047000001,3.0,0.4788351058959961,3.533511695,8.331171841,3.0,6.0,0.5335116386413574
10,1,3.3499551720000005,3.0,0.34995508193969727,7.647942485,4.740757133,6.0,3.0,1.6479425430297852
11,1,4.169193506999999,4.0,0.16919374465942383,6.612035924,2.5105629,6.0,2.0,0.6120357513427734
12,0,4.206808953,4.0,0.20680904388427734,1.5198941769999998,6.630130631,2.0,6.0,0.4801058769226074
13,0,4.482852222,4.0,0.4828524589538574,2.409362347,4.79751475,2.0,6.0,0.4093623161315918
14,1,4.6235829299999995,4.0,0.6235828399658203,6.886719462,2.652845248,6.0,2.0,0.8867192268371582
15,0,4.5694539690000004,4.0,0.5694541931152344,-0.29907844699999997,7.928136656,2.0,6.0,2.2990784645080566
16,1,4.5694539690000004,4.0,0.5694541931152344,6.871173584,0.18979355,6.0,2.0,0.8711733818054199
17,0,3.5739219520000005,3.0,0.5739219188690186,2.9471984360000003,8.077081688,3.0,6.0,0.05280160903930664
18,0,4.1159774890000005,3.0,1.1159772872924805,1.9156438980000001,6.298299484,3.0,6.0,1.0843560695648193
19,0,2.511543380999999,2.0,0.5115432739257812,4.7620903530000005,8.26479485,4.0,6.0,0.7620902061462402
20,0,4.598245982000001,4.0,0.5982460975646973,2.244050139,5.269700798,2.0,6.0,0.2440500259399414
21,0,4.624964379000001,4.0,0.6249642372131348,0.892652828,6.626253415,2.0,6.0,1.1073472499847412
22,0,4.668718799,4.0,0.6687188148498535,0.049797365,5.995332876,2.0,6.0,1.9502025842666626
23,1,3.5205418890000004,3.0,0.5205419063568115,6.55495785,3.3485753189999996,6.0,3.0,0.5549578666687012
24,1,4.434350329,4.0,0.43435049057006836,7.8175355170000005,1.443362845,6.0,2.0,1.817535400390625
25,0,4.666354814000001,4.0,0.6663546562194824,2.704396521,5.05703045,2.0,6.0,0.7043964862823486
26,0,2.87298893,2.0,0.8729889392852783,4.109239258000001,8.28543859,4.0,6.0,0.10923910140991211
27,1,3.7379264310000004,3.0,0.7379264831542969,7.840511136,3.856242946,6.0,3.0,1.8405113220214844
28,0,4.479768538,4.0,0.4797687530517578,0.44918031,7.405340801,2.0,6.0,1.5508196353912354
