,Treatment,true_ite,predicted_ite,diff_ite,yf_true,yf_hat,diff_yf
0,1,4.506945974,4.307807922363281,0.19913816452026367,9.066117627999999,6.157212257385254,2.908905029296875
1,0,4.367177880000001,4.139837741851807,0.2273402214050293,3.1087757889999996,2.1664042472839355,0.9423716068267822
2,0,2.491481318000001,1.0239534378051758,1.4675278663635254,5.969377035,5.437531471252441,0.5318455696105957
3,0,3.839012411,3.4635279178619385,0.3754844665527344,3.51280458,2.6978676319122314,0.8149368762969971
4,0,4.169193506999999,4.082164764404297,0.08702898025512695,0.502374578,2.140277624130249,1.6379029750823975
5,1,4.069998375000001,3.948819160461426,0.12117910385131836,5.042679691,6.2910237312316895,1.2483439445495605
6,0,3.9138192769999995,3.454300880432129,0.4595184326171875,1.736313596,2.829608917236328,1.0932953357696533
7,0,3.6698162859999996,3.2852213382720947,0.3845949172973633,2.576190028,2.879976987838745,0.3037869930267334
8,0,4.176489471,4.045343399047852,0.13114595413208008,1.84258309,2.189958333969116,0.3473752737045288
9,0,4.225847042,3.7801625728607178,0.44568467140197754,1.734473149,2.4182064533233643,0.683733344078064
10,0,3.927806231,3.6789653301239014,0.2488408088684082,3.8781258010000004,2.710700273513794,1.1674256324768066
11,0,4.304433498,3.9719624519348145,0.3324708938598633,-0.215901519,2.3381972312927246,2.5540988445281982
12,0,4.528324942,4.444655418395996,0.08366966247558594,1.470010078,1.807677149772644,0.3376671075820923
13,0,4.600537199,4.303238868713379,0.2972984313964844,2.624395067,2.0403449535369873,0.584050178527832
14,1,4.6701246439999995,4.653289318084717,0.01683521270751953,5.022862116000001,6.270864486694336,1.248002529144287
15,0,4.5694539690000004,4.411009311676025,0.15844488143920898,1.028770687,1.9410653114318848,0.9122946262359619
16,1,4.029681088,3.632420778274536,0.3972604274749756,7.748988634,6.203587532043457,1.5454010963439941
17,0,4.666354814000001,4.649361610412598,0.016993045806884766,0.34662036799999996,1.6483306884765625,1.3017103672027588
18,0,4.174788982999999,3.9250805377960205,0.2497084140777588,2.269522862,2.377781629562378,0.10825872421264648
19,0,4.434350329,4.048417091369629,0.38593339920043945,2.260457583,2.247326612472534,0.013130903244018555
20,0,4.547981626,4.42478084564209,0.12320089340209961,0.9482395290000001,1.88887619972229,0.9406366944313049
21,0,4.527527548999999,4.353890419006348,0.17363691329956055,2.39976029,1.9093552827835083,0.49040496349334717
22,0,4.662679477999999,4.642699241638184,0.019980430603027344,-1.543902319,1.7097805738449097,3.253682851791382
23,0,1.663205732999999,0.32732629776000977,1.3358794450759888,3.509245258,5.818561553955078,2.309316396713257
24,0,3.6492296130000006,2.7117719650268555,0.9374575614929199,4.032054091,3.375368595123291,0.6566853523254395
25,1,4.657928181,4.293423652648926,0.364504337310791,4.771232342,6.008227348327637,1.2369952201843262
26,0,4.509761449000001,4.278975486755371,0.23078584671020508,1.8204933269999999,2.2986724376678467,0.47817909717559814
27,1,3.6643909179999996,3.115332841873169,0.5490579605102539,6.175582562000001,6.246981620788574,0.07139921188354492
28,0,3.5077551999999996,2.32336163520813,1.1843936443328857,4.4987343730000005,3.910104513168335,0.588629961013794
29,0,3.927806231,3.783102035522461,0.14470410346984863,2.430112651,2.660555839538574,0.23044323921203613
30,0,3.0426046750000006,2.558673858642578,0.4839308261871338,4.214834775,4.0125627517700195,0.2022719383239746
31,0,4.662679477999999,4.44515323638916,0.21752643585205078,0.40070872700000004,1.7099252939224243,1.3092164993286133
32,0,3.233943101,2.5622684955596924,0.6716744899749756,3.0491306000000002,3.577975034713745,0.5288443565368652
33,0,4.634210793,4.476057529449463,0.15815305709838867,2.5664987669999997,1.5998367071151733,0.9666620492935181
34,0,3.8569156420000006,3.8586039543151855,0.001688241958618164,2.3311050190000002,2.411311149597168,0.08020615577697754
35,1,4.668718799,4.592275619506836,0.07644319534301758,7.636709496,6.236941337585449,1.399768352508545
36,0,4.657928181,4.320437908172607,0.3374900817871094,0.6894252959999999,1.65949285030365,0.97006756067276
37,0,4.566636519999999,4.381319046020508,0.1853175163269043,-0.568745297,1.701472520828247,2.2702178955078125
38,0,4.457783610000001,4.176893711090088,0.28088998794555664,1.095347867,1.911740779876709,0.8163928985595703
39,1,3.972274421,3.6626479625701904,0.30962634086608887,6.115796046,6.3258442878723145,0.21004819869995117
40,0,4.364322131000001,4.1932830810546875,0.17103910446166992,-0.236583291,2.1113035678863525,2.347886800765991
41,0,4.666240081,4.5901384353637695,0.07610177993774414,1.283593412,1.7627733945846558,0.4791799783706665
42,0,4.528324942,4.169775009155273,0.3585500717163086,0.601225887,2.174379587173462,1.5731537342071533
43,0,4.457783610000001,4.2279839515686035,0.22979974746704102,1.44911224,1.852230191230774,0.4031178951263428
44,0,4.425051312,4.346349716186523,0.07870149612426758,2.134797873,2.0539369583129883,0.08086085319519043
45,1,4.088214,4.119444847106934,0.031230926513671875,5.2382062430000005,6.3513898849487305,1.1131834983825684
46,0,4.206808953,3.8097100257873535,0.39709901809692383,3.39945721,2.3998475074768066,0.9996097087860107
47,1,4.249175751999999,3.6148808002471924,0.6342947483062744,7.065180784,6.14099645614624,0.9241843223571777
48,1,4.303025907,4.193991661071777,0.10903406143188477,5.924359234,6.344999313354492,0.4206399917602539
49,0,1.4913283129999995,0.09442138671875,1.3969069719314575,7.0451858220000005,6.300872325897217,0.7443137168884277
50,0,3.0339263160000005,2.178767681121826,0.8551585674285889,4.600053863,4.134316444396973,0.46573734283447266
51,0,4.298392293,3.862581491470337,0.43581080436706543,3.649684391,2.460890054702759,1.1887943744659424
52,0,4.531704663999999,4.342316627502441,0.18938779830932617,1.4384829890000002,1.9454172849655151,0.5069342851638794
53,0,4.668718799,4.668801307678223,8.249282836914062e-05,0.68615379,1.6675015687942505,0.9813477993011475
54,0,4.461074837999999,4.2868242263793945,0.17425060272216797,1.76781723,2.3185184001922607,0.5507011413574219
55,0,3.404713277999999,1.1890645027160645,2.215648889541626,3.945074883,4.724869251251221,0.779794454574585
56,0,4.304433498,4.083429336547852,0.22100400924682617,3.076367752,2.196401357650757,0.8799664974212646
57,0,3.927806231,3.5974671840667725,0.3303389549255371,2.573744785,2.6986210346221924,0.12487626075744629
58,0,4.213750116,4.110157012939453,0.1035928726196289,1.781803501,2.2271978855133057,0.4453943967819214
59,0,4.400716933999999,4.1077189445495605,0.2929978370666504,2.054759716,1.9662765264511108,0.08848321437835693
60,0,3.3499551720000005,2.017210006713867,1.33274507522583,6.420538116,4.130064487457275,2.290473461151123
61,0,3.5681450720000005,3.52252459526062,0.04562044143676758,2.54038888,2.94811749458313,0.4077286720275879
62,0,4.260668116,4.077570915222168,0.18309736251831055,2.48508732,2.394345998764038,0.09074139595031738
63,0,4.583551947,4.357210159301758,0.22634172439575195,1.329745453,1.6285103559494019,0.2987649440765381
64,0,4.429727893,4.184135437011719,0.24559259414672852,2.762022187,2.0962882041931152,0.665734052658081
65,0,3.7183023720000006,3.4337098598480225,0.2845926284790039,0.613518701,2.9953930377960205,2.3818743228912354
66,1,4.600537199,4.398191452026367,0.2023458480834961,3.367979729,6.191600799560547,2.8236210346221924
67,0,4.080104918,4.126583099365234,0.046478271484375,0.351678084,2.2781665325164795,1.9264883995056152
68,1,1.1199848270000006,1.7859926223754883,0.6660077571868896,6.270642115,6.6039533615112305,0.3333110809326172
69,0,4.50608059,4.481027603149414,0.025053024291992188,2.26443623,1.8906981945037842,0.37373805046081543
70,0,3.0502062999999993,2.8583719730377197,0.1918342113494873,4.424743769,3.705002546310425,0.7197411060333252
71,0,1.9660128669999999,-0.532656192779541,2.498669147491455,6.196468349,6.71458625793457,0.5181179046630859
72,0,4.635409286,4.491424560546875,0.14398479461669922,-0.33150150100000003,1.7420674562454224,2.0735690593719482
73,0,4.5694539690000004,4.167363166809082,0.40209102630615234,0.178507521,2.060260772705078,1.8817532062530518
74,0,2.2668913040000005,2.0924129486083984,0.17447829246520996,3.33876946,4.202861785888672,0.8640923500061035
75,0,4.336899510999999,4.045411586761475,0.2914876937866211,4.2304095660000005,2.389307975769043,1.8411016464233398
76,0,3.6698162859999996,3.594464063644409,0.07535219192504883,2.7068199269999997,2.738492250442505,0.03167223930358887
77,0,4.657719204,4.620875835418701,0.036843299865722656,1.857145012,1.76979398727417,0.08735108375549316
78,0,4.549636689,4.396520137786865,0.15311670303344727,0.385709674,2.019753932952881,1.6340442895889282
79,0,4.644387218999999,4.4665093421936035,0.17787790298461914,1.5972381580000001,1.8918609619140625,0.2946227788925171
80,0,4.213750116,3.9437386989593506,0.27001118659973145,2.4336951780000002,2.0886170864105225,0.3450779914855957
81,0,4.249175751999999,4.012883186340332,0.23629236221313477,2.5772944069999997,2.273780584335327,0.303513765335083
82,0,3.707067279,3.803396463394165,0.0963292121887207,2.9436100410000003,2.543494462966919,0.4001154899597168
83,0,4.453441214,4.425480842590332,0.02796030044555664,1.480014982,1.9626579284667969,0.48264288902282715
84,0,4.260668116,3.931565046310425,0.3291032314300537,2.075278183,2.2670934200286865,0.19181513786315918
85,0,4.2210651,4.104002475738525,0.11706256866455078,3.584036174,2.421250820159912,1.162785291671753
86,0,4.434350329,4.127952575683594,0.3063979148864746,1.622114059,2.2069170475006104,0.5848029851913452
87,0,0.9408552210000005,-1.282160758972168,2.2230160236358643,6.253174542999999,7.533243179321289,1.2800688743591309
88,0,4.176489471,3.7474522590637207,0.42903709411621094,3.608094297,2.5489821434020996,1.0591120719909668
89,0,2.732963787000001,1.463437557220459,1.2695262432098389,5.162364443,4.729334831237793,0.4330296516418457
90,0,4.662679477999999,4.501092433929443,0.16158723831176758,3.068977175,1.7256799936294556,1.3432971239089966
91,0,4.530918343,4.346041679382324,0.1848764419555664,1.92557436,2.0744173526763916,0.14884305000305176
92,0,4.611913533,4.316554069519043,0.29535961151123047,1.4885128859999999,1.5906355381011963,0.10212266445159912
93,1,4.073843287999999,3.482919931411743,0.590923547744751,6.698659965,6.3073625564575195,0.3912973403930664
94,0,4.509761449000001,3.930713415145874,0.5790479183197021,0.558776203,2.2622201442718506,1.703444004058838
95,0,4.225847042,3.9480535984039307,0.27779364585876465,1.803771605,2.279182195663452,0.4754105806350708
